azimuth_deg,elevation_deg,element_index,amplitude,phase_deg
105.0,30.0,4,0.77582,-12.45545
105.0,30.0,5,0.75795,-12.88949
105.0,30.0,6,0.83036,-26.61359
105.0,35.0,0,0.84489,33.35002
105.0,35.0,1,0.77952,35.86332
105.0,35.0,2,0.91911,12.43922
105.0,35.0,3,0.85568,15.801
105.0,35.0,4,0.79641,-14.62161
105.0,35.0,5,0.76731,-15.62285
105.0,35.0,6,0.85684,-26.21733
105.0,40.0,0,0.87984,35.16271
105.0,40.0,1,0.80605,34.12694
105.0,40.0,2,0.93224,11.93866
105.0,40.0,3,0.86457,14.50784
105.0,40.0,4,0.80128,-14.63533
105.0,40.0,5,0.79598,-14.25123
105.0,40.0,6,0.90082,-26.78677
105.0,45.0,0,0.90094,33.76991
105.0,45.0,1,0.82838,34.2018
105.0,45.0,2,0.93894,9.79929
105.0,45.0,3,0.87917,16.82827
105.0,45.0,4,0.82507,-15.85391
105.0,45.0,5,0.83417,-13.38946
105.0,45.0,6,0.9474,-24.58505
105.0,50.0,0,0.93265,31.99541
105.0,50.0,1,0.8498,32.3109
105.0,50.0,2,0.949,9.53683
105.0,50.0,3,0.89808,13.76166
105.0,50.0,4,0.85588,-14.88593
105.0,50.0,5,0.87933,-13.91539
105.0,50.0,6,1.00238,-24.49818
105.0,55.0,0,0.94895,32.88021
105.0,55.0,1,0.85013,31.1435
105.0,55.0,2,0.96502,6.75664
105.0,55.0,3,0.92551,13.64416
105.0,55.0,4,0.88661,-17.42884
105.0,55.0,5,0.92095,-13.21406
105.0,55.0,6,1.0377,-24.1558
105.0,60.0,0,0.9697,32.48083
105.0,60.0,1,0.86253,30.71142
105.0,60.0,2,0.96515,9.43959
105.0,60.0,3,0.93262,11.60619
105.0,60.0,4,0.93113,-14.81128
105.0,60.0,5,0.96034,-11.71171
105.0,60.0,6,1.05454,-21.78746
105.0,65.0,0,0.9823,32.87305
105.0,65.0,1,0.87097,31.26838
105.0,65.0,2,0.98523,7.70311
105.0,65.0,3,0.95262,12.4073
105.0,65.0,4,0.96249,-17.16903
105.0,65.0,5,0.98183,-12.83254
105.0,65.0,6,1.04866,-24.27369
105.0,70.0,0,0.99604,31.94994
105.0,70.0,1,0.86778,26.91106
105.0,70.0,2,1.00293,5.82217
105.0,70.0,3,0.98675,13.22672
105.0,70.0,4,0.99647,-18.40783
105.0,70.0,5,0.98851,-13.25601
105.0,70.0,6,1.03677,-24.60128
105.0,75.0,0,0.98223,30.22379
105.0,75.0,1,0.879,26.99772
105.0,75.0,2,1.01662,6.5784
105.0,75.0,3,1.01755,10.72122
105.0,75.0,4,1.01059,-18.12085
105.0,75.0,5,0.97942,-10.30569
105.0,75.0,6,1.02242,-23.2699
105.0,80.0,0,0.98864,28.56684
105.0,80.0,1,0.87384,30.23197
105.0,80.0,2,1.03338,4.82572
105.0,80.0,3,1.037,9.58244
105.0,80.0,4,1.00568,-16.60948
105.0,80.0,5,0.95427,-10.95038
105.0,80.0,6,1.02462,-22.82405
105.0,85.0,0,0.98764,29.86851
105.0,85.0,1,0.87644,26.7123
105.0,85.0,2,1.05358,5.0736
105.0,85.0,3,1.0572,9.67571
105.0,85.0,4,0.99059,-18.04086
105.0,85.0,5,0.94523,-12.63528
105.0,85.0,6,1.04765,-21.51078
105.0,90.0,0,0.97887,26.4224
105.0,90.0,1,0.8843,26.57812
105.0,90.0,2,1.0577,4.40363
105.0,90.0,3,1.0593,10.10087
105.0,90.0,4,0.98187,-17.16573
105.0,90.0,5,0.93584,-10.24781
105.0,90.0,6,1.06992,-21.22059
105.0,95.0,0,0.98261,27.42051
105.0,95.0,1,0.88351,25.57751
105.0,95.0,2,1.07121,2.31632
105.0,95.0,3,1.05714,9.6182
105.0,95.0,4,0.96367,-16.76454
105.0,95.0,5,0.94676,-9.4444
105.0,95.0,6,1.09433,-22.68191
105.0,100.0,0,0.97821,25.01893
105.0,100.0,1,0.87478,24.33492
105.0,100.0,2,1.08043,0.77226
105.0,100.0,3,1.03985,9.87737
105.0,100.0,4,0.94647,-17.06785
105.0,100.0,5,0.96448,-8.60826
105.0,100.0,6,1.10193,-19.04122
105.0,105.0,0,0.96578,24.82342
105.0,105.0,1,0.88203,25.8791
105.0,105.0,2,1.08185,1.32307
105.0,105.0,3,1.0186,10.24985
105.0,105.0,4,0.92555,-16.08777
105.0,105.0,5,0.97564,-9.43879
105.0,105.0,6,1.08969,-19.14332
105.0,110.0,0,0.94152,23.3232
105.0,110.0,1,0.87922,22.79059
105.0,110.0,2,1.07801,2.17317
105.0,110.0,3,0.97999,8.72045
105.0,110.0,4,0.92075,-16.11663
105.0,110.0,5,0.98493,-6.61828
105.0,110.0,6,1.05528,-17.65019
105.0,115.0,0,0.91593,22.16877
105.0,115.0,1,0.86679,22.50438
105.0,115.0,2,1.0718,1.39979
105.0,115.0,3,0.95492,7.35699
105.0,115.0,4,0.92511,-14.29148
105.0,115.0,5,0.97954,-8.13233
105.0,115.0,6,1.02432,-16.36515
105.0,120.0,0,0.90305,23.56241
105.0,120.0,1,0.86483,22.43993
105.0,120.0,2,1.05244,-0.5986
105.0,120.0,3,0.9246,10.88557
105.0,120.0,4,0.93642,-16.13249
105.0,120.0,5,0.96271,-7.77927
105.0,120.0,6,0.9799,-15.18041
105.0,125.0,0,0.86966,22.95324
105.0,125.0,1,0.85064,21.39895
105.0,125.0,2,1.02513,-0.00943
105.0,125.0,3,0.91588,10.01375
105.0,125.0,4,0.92933,-13.99805
105.0,125.0,5,0.93053,-6.22893
105.0,125.0,6,0.95613,-14.68943
105.0,130.0,0,0.84863,21.89982
105.0,130.0,1,0.84017,20.84997
105.0,130.0,2,0.99047,0.06361
105.0,130.0,3,0.88407,9.30834
105.0,130.0,4,0.93225,-12.06083
105.0,130.0,5,0.88013,-5.16621
105.0,130.0,6,0.94991,-13.02458
105.0,135.0,0,0.82359,20.38542
105.0,135.0,1,0.82405,19.45529
105.0,135.0,2,0.94496,-0.61667
105.0,135.0,3,0.86877,8.24161
105.0,135.0,4,0.89929,-12.15335
105.0,135.0,5,0.83252,-3.65712
105.0,135.0,6,0.94903,-14.082
105.0,140.0,0,0.80175,19.0662
105.0,140.0,1,0.81282,19.27443
105.0,140.0,2,0.90535,0.57372
105.0,140.0,3,0.86037,8.55138
105.0,140.0,4,0.86956,-10.71853
105.0,140.0,5,0.7935,-5.02022
105.0,140.0,6,0.95443,-11.24498
105.0,145.0,0,0.77328,17.38992
105.0,145.0,1,0.77505,18.03333
105.0,145.0,2,0.85999,-1.00637
105.0,145.0,3,0.86124,8.85602
105.0,145.0,4,0.82181,-14.25986
105.0,145.0,5,0.77894,-3.02445
105.0,145.0,6,0.94162,-10.43665
105.0,150.0,0,0.75823,17.86554
105.0,150.0,1,0.75671,15.58559
105.0,150.0,2,0.83077,-0.70987
105.0,150.0,3,0.83341,9.80964
105.0,150.0,4,0.78305,-12.03514
105.0,150.0,5,0.75934,-2.15122
105.0,150.0,6,0.89886,-8.67898
105.0,155.0,0,0.73083,15.80951
105.0,155.0,1,0.72727,17.3459
105.0,155.0,2,0.78631,-1.59923
105.0,155.0,3,0.82736,11.55274
105.0,155.0,4,0.73065,-11.31711
105.0,155.0,5,0.75254,-1.33251
105.0,155.0,6,0.84091,-8.63269
105.0,160.0,0,0.69034,18.98984
105.0,160.0,1,0.68265,16.3118
105.0,160.0,2,0.76118,0.20105
105.0,160.0,3,0.79136,11.2868
105.0,160.0,4,0.68295,-8.96289
105.0,160.0,5,0.74471,-0.28271
105.0,160.0,6,0.79191,-8.04276
105.0,165.0,0,0.66617,17.63304
105.0,165.0,1,0.6502,15.17141
105.0,165.0,2,0.72666,0.23068
105.0,165.0,3,0.75581,11.00633
105.0,165.0,4,0.65642,-10.43606
105.0,165.0,5,0.73263,1.00585
105.0,165.0,6,0.73995,-7.81167
105.0,170.0,0,0.6373,14.78252
105.0,170.0,1,0.60973,15.7296
105.0,170.0,2,0.70806,-0.22366
105.0,170.0,3,0.73052,12.55879
105.0,170.0,4,0.61723,-7.8729
105.0,170.0,5,0.69148,1.23472
105.0,170.0,6,0.70085,-5.50159
105.0,175.0,0,0.61439,15.54486
105.0,175.0,1,0.55799,18.17844
105.0,175.0,2,0.68901,-1.23488
105.0,175.0,3,0.67699,12.14137
105.0,175.0,4,0.59356,-8.92213
105.0,175.0,5,0.6329,1.0032
105.0,175.0,6,0.67363,-5.93382
105.0,180.0,0,0.58237,14.9061
105.0,180.0,1,0.5198,16.2665
105.0,180.0,2,0.66574,-0.34432
105.0,180.0,3,0.62172,13.21635
105.0,180.0,4,0.57384,-7.14685
105.0,180.0,5,0.57484,2.70581
105.0,180.0,6,0.66914,-7.51488
110.0,0.0,0,0.57919,37.02108
110.0,0.0,1,0.52286,37.10912
110.0,0.0,2,0.67873,16.06227
110.0,0.0,3,0.6014,19.90379
110.0,0.0,4,0.57854,-12.48971
110.0,0.0,5,0.61482,-13.73022
110.0,0.0,6,0.6585,-28.37927
110.0,5.0,0,0.6199,36.37324
110.0,5.0,1,0.56455,37.02119
110.0,5.0,2,0.72201,15.45354
110.0,5.0,3,0.6573,17.6474
110.0,5.0,4,0.63495,-12.3304
110.0,5.0,5,0.66386,-13.20172
110.0,5.0,6,0.70688,-28.61715
110.0,10.0,0,0.66021,34.47666
110.0,10.0,1,0.61374,36.65293
110.0,10.0,2,0.76512,14.09699
110.0,10.0,3,0.69897,19.00331
110.0,10.0,4,0.6824,-13.24659
110.0,10.0,5,0.72016,-12.3368
110.0,10.0,6,0.75888,-28.44817
110.0,15.0,0,0.70538,36.26171
110.0,15.0,1,0.65263,35.94988
110.0,15.0,2,0.80351,14.02507
110.0,15.0,3,0.74135,18.12015
110.0,15.0,4,0.72042,-12.70855
110.0,15.0,5,0.76214,-15.35414
110.0,15.0,6,0.79059,-29.3913
110.0,20.0,0,0.74462,33.46421
110.0,20.0,1,0.69409,36.42787
110.0,20.0,2,0.85209,12.59293
110.0,20.0,3,0.77713,17.38341
110.0,20.0,4,0.76198,-13.99022
110.0,20.0,5,0.76919,-14.58929
110.0,20.0,6,0.79865,-28.27788
110.0,25.0,0,0.77082,34.03899
110.0,25.0,1,0.73093,34.15072
110.0,25.0,2,0.87029,11.58712
110.0,25.0,3,0.80652,16.78591
110.0,25.0,4,0.76403,-15.56154
110.0,25.0,5,0.78146,-14.15554
110.0,25.0,6,0.81161,-28.48817
110.0,30.0,0,0.8109,34.15835
110.0,30.0,1,0.76133,32.50297
110.0,30.0,2,0.90918,10.5212
110.0,30.0,3,0.82508,15.91696
110.0,30.0,4,0.77953,-16.77033
110.0,30.0,5,0.78846,-14.88048
110.0,30.0,6,0.80893,-28.97633
110.0,35.0,0,0.83449,34.53238
110.0,35.0,1,0.79721,32.99582
110.0,35.0,2,0.92615,10.76124
110.0,35.0,3,0.83191,14.12429
110.0,35.0,4,0.78408,-16.72109
110.0,35.0,5,0.80306,-14.55451
110.0,35.0,6,0.83232,-28.85267
110.0,40.0,0,0.8803,32.74615
110.0,40.0,1,0.81154,33.41877
110.0,40.0,2,0.94348,8.92921
110.0,40.0,3,0.84528,13.65271
110.0,40.0,4,0.81161,-16.38528
110.0,40.0,5,0.82543,-14.73801
110.0,40.0,6,0.87481,-27.79148
110.0,45.0,0,0.90572,32.84441
110.0,45.0,1,0.83451,32.90454
110.0,45.0,2,0.968,9.8234
110.0,45.0,3,0.8599,12.57994
110.0,45.0,4,0.82904,-18.75254
110.0,45.0,5,0.86215,-16.13845
110.0,45.0,6,0.93826,-27.08779
110.0,50.0,0,0.92619,32.90343
110.0,50.0,1,0.85088,31.15195
110.0,50.0,2,0.96572,6.90651
110.0,50.0,3,0.86037,10.91916
110.0,50.0,4,0.85014,-17.33245
110.0,50.0,5,0.91545,-14.89152
110.0,50.0,6,0.98983,-26.40414
110.0,55.0,0,0.94346,30.79688
110.0,55.0,1,0.86375,31.1968
110.0,55.0,2,0.97243,6.87293
110.0,55.0,3,0.88555,12.93148
110.0,55.0,4,0.8881,-18.57189
110.0,55.0,5,0.95401,-14.95657
110.0,55.0,6,1.01541,-24.61922
110.0,60.0,0,0.96688,32.81206
110.0,60.0,1,0.86755,29.98366
110.0,60.0,2,0.97657,7.14825
110.0,60.0,3,0.91443,12.30549
110.0,60.0,4,0.9293,-17.49146
110.0,60.0,5,0.9898,-14.5957
110.0,60.0,6,1.02172,-26.32788
110.0,65.0,0,0.972,29.85481
110.0,65.0,1,0.87835,30.47005
110.0,65.0,2,0.99267,5.02163
110.0,65.0,3,0.94638,10.64435
110.0,65.0,4,0.96107,-18.58202
110.0,65.0,5,1.0093,-16.26375
110.0,65.0,6,1.02246,-24.60052
110.0,70.0,0,0.98302,30.526
110.0,70.0,1,0.87617,26.944
110.0,70.0,2,1.01212,5.05379
110.0,70.0,3,0.9788,8.04109
110.0,70.0,4,0.99694,-18.4782
110.0,70.0,5,1.01719,-16.15502
110.0,70.0,6,0.99988,-24.09259
110.0,75.0,0,0.99015,30.09495
110.0,75.0,1,0.87835,26.69547
110.0,75.0,2,1.02369,2.47961
110.0,75.0,3,0.99665,8.99712
110.0,75.0,4,1.01001,-20.70011
110.0,75.0,5,1.01132,-14.07064
110.0,75.0,6,1.00017,-25.1692
110.0,80.0,0,0.98273,28.99532
110.0,80.0,1,0.87854,26.34473
110.0,80.0,2,1.04045,2.82951
110.0,80.0,3,1.0137,9.54522
110.0,80.0,4,1.01707,-17.8675
110.0,80.0,5,0.98657,-13.90509
110.0,80.0,6,0.99929,-23.68285
110.0,85.0,0,0.98325,27.72335
110.0,85.0,1,0.88521,25.20851
110.0,85.0,2,1.05861,-1.05701
110.0,85.0,3,1.03804,5.86891
110.0,85.0,4,1.00894,-21.29543
110.0,85.0,5,0.97306,-13.39396
110.0,85.0,6,1.02851,-24.3349
110.0,90.0,0,0.97397,27.52583
110.0,90.0,1,0.87557,26.52782
110.0,90.0,2,1.07562,0.06993
110.0,90.0,3,1.04256,7.75957
110.0,90.0,4,0.97444,-18.74363
110.0,90.0,5,0.96702,-12.02067
110.0,90.0,6,1.04717,-20.50178
110.0,95.0,0,0.97453,26.38921
110.0,95.0,1,0.8812,22.76305
110.0,95.0,2,1.08427,1.9132
110.0,95.0,3,1.03654,6.87261
110.0,95.0,4,0.95711,-18.80971
110.0,95.0,5,0.97743,-10.23579
110.0,95.0,6,1.0635,-21.76471
110.0,100.0,0,0.95561,25.8739
110.0,100.0,1,0.89057,21.57304
110.0,100.0,2,1.08953,1.55415
110.0,100.0,3,1.01733,7.89587
110.0,100.0,4,0.93355,-17.51988
110.0,100.0,5,0.99394,-12.23953
110.0,100.0,6,1.091,-18.25002
110.0,105.0,0,0.94801,25.13778
110.0,105.0,1,0.88156,21.31186
110.0,105.0,2,1.09814,0.08347
110.0,105.0,3,0.99943,6.73592
110.0,105.0,4,0.92675,-18.40285
110.0,105.0,5,1.01125,-10.49315
110.0,105.0,6,1.06775,-18.10868
110.0,110.0,0,0.9326,24.67073
110.0,110.0,1,0.88476,22.34612
110.0,110.0,2,1.08424,-0.44778
110.0,110.0,3,0.96395,8.05197
110.0,110.0,4,0.91542,-18.20742
110.0,110.0,5,1.01524,-10.57007
110.0,110.0,6,1.03629,-17.88445
110.0,115.0,0,0.91232,22.77424
110.0,115.0,1,0.87545,20.49403
110.0,115.0,2,1.08336,-1.01272
110.0,115.0,3,0.94288,6.97309
110.0,115.0,4,0.92733,-17.94567
110.0,115.0,5,1.00883,-9.28304
110.0,115.0,6,1.00497,-16.55114
110.0,120.0,0,0.88609,23.52738
110.0,120.0,1,0.8755,20.22516
110.0,120.0,2,1.05789,-1.7092
110.0,120.0,3,0.91592,5.83521
110.0,120.0,4,0.93067,-16.75084
110.0,120.0,5,0.98748,-9.93349
110.0,120.0,6,0.96091,-18.55421
110.0,125.0,0,0.87246,21.73312
110.0,125.0,1,0.87492,19.41343
110.0,125.0,2,1.01907,-1.04635
110.0,125.0,3,0.88815,8.18216
110.0,125.0,4,0.92613,-17.26219
110.0,125.0,5,0.95396,-8.23131
110.0,125.0,6,0.93504,-15.28441
110.0,130.0,0,0.84901,20.0761
110.0,130.0,1,0.8543,19.67493
110.0,130.0,2,0.98993,-2.45108
110.0,130.0,3,0.86871,7.78187
110.0,130.0,4,0.92289,-16.80844
110.0,130.0,5,0.90195,-7.87192
110.0,130.0,6,0.92937,-14.76664
110.0,135.0,0,0.82248,19.16196
110.0,135.0,1,0.83269,18.69115
110.0,135.0,2,0.9545,-5.04097
110.0,135.0,3,0.84961,6.42338
110.0,135.0,4,0.90641,-16.14753
110.0,135.0,5,0.86583,-6.74402
110.0,135.0,6,0.92709,-15.6298
110.0,140.0,0,0.7983,19.43392
110.0,140.0,1,0.82512,17.1939
110.0,140.0,2,0.91515,-2.27056
110.0,140.0,3,0.85535,8.00598
110.0,140.0,4,0.87718,-15.81347
110.0,140.0,5,0.82693,-4.98228
110.0,140.0,6,0.92082,-14.28273
110.0,145.0,0,0.7745,18.30439
110.0,145.0,1,0.78365,16.8887
110.0,145.0,2,0.87596,-2.83496
110.0,145.0,3,0.83871,7.34433
110.0,145.0,4,0.83179,-16.26639
110.0,145.0,5,0.80411,-4.06427
110.0,145.0,6,0.92199,-14.42584
110.0,150.0,0,0.74489,16.93947
110.0,150.0,1,0.76214,15.99492
110.0,150.0,2,0.83407,-2.25161
110.0,150.0,3,0.82849,8.09277
110.0,150.0,4,0.79024,-15.03274
110.0,150.0,5,0.78254,-4.75746
110.0,150.0,6,0.88407,-12.93362
110.0,155.0,0,0.71206,18.38647
110.0,155.0,1,0.73844,17.29562
110.0,155.0,2,0.8037,-2.2598
110.0,155.0,3,0.79937,8.23308
110.0,155.0,4,0.73073,-14.67207
110.0,155.0,5,0.78228,-3.29168
110.0,155.0,6,0.82964,-11.58433
110.0,160.0,0,0.68964,17.31552
110.0,160.0,1,0.69067,14.75015
110.0,160.0,2,0.76646,-1.67319
110.0,160.0,3,0.7776,7.40334
110.0,160.0,4,0.67834,-11.7932
110.0,160.0,5,0.76266,-2.32768
110.0,160.0,6,0.78145,-12.37754
110.0,165.0,0,0.6648,14.18245
110.0,165.0,1,0.65406,14.94067
110.0,165.0,2,0.72941,-2.84723
110.0,165.0,3,0.74378,9.20511
110.0,165.0,4,0.65307,-13.73832
110.0,165.0,5,0.74806,-3.68526
110.0,165.0,6,0.7095,-9.09293
110.0,170.0,0,0.64135,15.81433
110.0,170.0,1,0.6134,15.34802
110.0,170.0,2,0.72422,-0.74871
110.0,170.0,3,0.69866,11.01013
110.0,170.0,4,0.61536,-9.80139
110.0,170.0,5,0.72019,-0.9864
110.0,170.0,6,0.67305,-9.61741
110.0,175.0,0,0.60776,14.27737
110.0,175.0,1,0.5679,14.14998
110.0,175.0,2,0.69202,-2.04116
110.0,175.0,3,0.65807,10.63759
110.0,175.0,4,0.5986,-11.44058
110.0,175.0,5,0.66373,-1.18205
110.0,175.0,6,0.65416,-8.17051
110.0,180.0,0,0.58749,13.24141
110.0,180.0,1,0.53505,15.15746
110.0,180.0,2,0.67606,-3.28543
110.0,180.0,3,0.60156,11.67096
110.0,180.0,4,0.58747,-10.35148
110.0,180.0,5,0.60938,0.5185
110.0,180.0,6,0.64264,-6.73388
115.0,0.0,0,0.57623,36.98265
115.0,0.0,1,0.53211,36.86696
115.0,0.0,2,0.67141,13.58856
115.0,0.0,3,0.57649,19.67813
115.0,0.0,4,0.59066,-15.92789
115.0,0.0,5,0.63221,-15.80146
115.0,0.0,6,0.62356,-30.73061
115.0,5.0,0,0.61232,34.17307
115.0,5.0,1,0.58374,35.19483
115.0,5.0,2,0.73255,13.39415
115.0,5.0,3,0.63136,17.83318
115.0,5.0,4,0.64272,-14.82994
115.0,5.0,5,0.68714,-16.63663
115.0,5.0,6,0.67481,-30.88534
115.0,10.0,0,0.65387,34.41694
115.0,10.0,1,0.6193,36.0968
115.0,10.0,2,0.77319,11.51052
115.0,10.0,3,0.67764,15.85442
115.0,10.0,4,0.69827,-15.54734
115.0,10.0,5,0.73437,-14.02789
115.0,10.0,6,0.72749,-30.31752
115.0,15.0,0,0.69574,32.14146
115.0,15.0,1,0.67231,35.88678
115.0,15.0,2,0.82158,11.04954
115.0,15.0,3,0.71615,14.71616
115.0,15.0,4,0.73316,-18.16267
115.0,15.0,5,0.77241,-14.65585
115.0,15.0,6,0.74281,-29.98268
115.0,20.0,0,0.73971,33.66409
115.0,20.0,1,0.70196,33.72185
115.0,20.0,2,0.85367,12.15919
115.0,20.0,3,0.74968,17.08787
115.0,20.0,4,0.76921,-17.12795
115.0,20.0,5,0.79755,-16.02076
115.0,20.0,6,0.7731,-28.7373
115.0,25.0,0,0.76949,34.60749
115.0,25.0,1,0.74536,32.97911
115.0,25.0,2,0.88929,10.68091
115.0,25.0,3,0.78144,13.38615
115.0,25.0,4,0.78529,-18.97243
115.0,25.0,5,0.80859,-15.44974
115.0,25.0,6,0.77228,-30.9486
115.0,30.0,0,0.80291,32.5954
115.0,30.0,1,0.76994,33.31163
115.0,30.0,2,0.90014,10.81308
115.0,30.0,3,0.79496,13.2055
115.0,30.0,4,0.78609,-19.39924
115.0,30.0,5,0.81389,-17.84926
115.0,30.0,6,0.78954,-30.88971
115.0,35.0,0,0.83563,33.91331
115.0,35.0,1,0.8041,30.93013
115.0,35.0,2,0.93509,6.99894
115.0,35.0,3,0.81866,11.38007
115.0,35.0,4,0.79346,-18.53001
115.0,35.0,5,0.82491,-16.49259
115.0,35.0,6,0.79989,-28.59883
115.0,40.0,0,0.87186,31.51943
115.0,40.0,1,0.82154,30.0943
115.0,40.0,2,0.94098,8.95334
115.0,40.0,3,0.8292,12.55354
115.0,40.0,4,0.80365,-20.30908
115.0,40.0,5,0.85022,-19.06504
115.0,40.0,6,0.8362,-28.13743
115.0,45.0,0,0.896,31.81565
115.0,45.0,1,0.83452,32.37953
115.0,45.0,2,0.95636,5.67246
115.0,45.0,3,0.84226,9.9967
115.0,45.0,4,0.82255,-19.75385
115.0,45.0,5,0.8872,-18.18734
115.0,45.0,6,0.89708,-28.00873
115.0,50.0,0,0.92667,32.51079
115.0,50.0,1,0.85262,30.65596
115.0,50.0,2,0.97203,4.32152
115.0,50.0,3,0.84673,8.67118
115.0,50.0,4,0.86292,-21.70228
115.0,50.0,5,0.93708,-17.79953
115.0,50.0,6,0.94431,-29.51015
115.0,55.0,0,0.94578,30.39942
115.0,55.0,1,0.85906,27.98849
115.0,55.0,2,0.98267,5.73427
115.0,55.0,3,0.87962,9.01828
115.0,55.0,4,0.89857,-21.39687
115.0,55.0,5,0.97674,-16.88548
115.0,55.0,6,0.98323,-30.16243
115.0,60.0,0,0.96166,30.41151
115.0,60.0,1,0.87458,27.43582
115.0,60.0,2,0.98955,5.11833
115.0,60.0,3,0.89568,8.58183
115.0,60.0,4,0.94504,-23.17905
115.0,60.0,5,1.01239,-16.08494
115.0,60.0,6,0.99879,-27.62573
115.0,65.0,0,0.96222,29.37762
115.0,65.0,1,0.88522,26.69547
115.0,65.0,2,1.0039,2.6494
115.0,65.0,3,0.91712,6.19985
115.0,65.0,4,0.96931,-20.88369
115.0,65.0,5,1.03274,-17.64703
115.0,65.0,6,1.00187,-27.73278
115.0,70.0,0,0.97769,30.59232
115.0,70.0,1,0.88143,26.26102
115.0,70.0,2,1.01254,3.54131
115.0,70.0,3,0.94957,6.58753
115.0,70.0,4,0.99512,-22.88206
115.0,70.0,5,1.04044,-15.42785
115.0,70.0,6,0.97588,-26.92232
115.0,75.0,0,0.98498,27.59573
115.0,75.0,1,0.88542,27.67792
115.0,75.0,2,1.03201,2.10148
115.0,75.0,3,0.96417,7.25926
115.0,75.0,4,1.0126,-20.87408
115.0,75.0,5,1.03144,-16.12462
115.0,75.0,6,0.96938,-24.51564
115.0,80.0,0,0.98788,27.66212
115.0,80.0,1,0.89229,24.58128
115.0,80.0,2,1.04562,0.30644
115.0,80.0,3,1.00539,6.37734
115.0,80.0,4,1.02201,-22.72186
115.0,80.0,5,1.00174,-16.62422
115.0,80.0,6,0.97114,-24.70219
115.0,85.0,0,0.98815,27.3466
115.0,85.0,1,0.89084,25.10586
115.0,85.0,2,1.06387,1.42899
115.0,85.0,3,1.02147,4.38404
115.0,85.0,4,1.01459,-23.79042
115.0,85.0,5,0.9955,-15.78367
115.0,85.0,6,0.98801,-22.92083
115.0,90.0,0,0.97344,26.3913
115.0,90.0,1,0.89358,22.25661
115.0,90.0,2,1.07011,0.58039
115.0,90.0,3,1.02183,5.97259
115.0,90.0,4,0.99014,-22.53513
115.0,90.0,5,0.99625,-15.33352
115.0,90.0,6,1.02164,-24.45626
115.0,95.0,0,0.96478,25.12953
115.0,95.0,1,0.90027,22.51943
115.0,95.0,2,1.09655,-0.87735
115.0,95.0,3,1.02436,5.95491
115.0,95.0,4,0.97534,-20.694
115.0,95.0,5,0.99377,-12.68893
115.0,95.0,6,1.04254,-20.86761
115.0,100.0,0,0.94793,23.86642
115.0,100.0,1,0.89615,22.48657
115.0,100.0,2,1.08744,-1.60437
115.0,100.0,3,0.99562,5.62425
115.0,100.0,4,0.95583,-20.37818
115.0,100.0,5,1.01138,-13.5117
115.0,100.0,6,1.04914,-23.20109
115.0,105.0,0,0.94466,24.02122
115.0,105.0,1,0.87808,20.97335
115.0,105.0,2,1.10265,0.04961
115.0,105.0,3,0.97763,5.76437
115.0,105.0,4,0.93657,-20.41717
115.0,105.0,5,1.03185,-12.77108
115.0,105.0,6,1.03461,-21.6899
115.0,110.0,0,0.93508,24.37441
115.0,110.0,1,0.89506,20.56243
115.0,110.0,2,1.09704,-3.87504
115.0,110.0,3,0.94751,5.55551
115.0,110.0,4,0.93083,-20.36242
115.0,110.0,5,1.03182,-13.10629
115.0,110.0,6,1.01117,-22.79761
115.0,115.0,0,0.90919,22.69432
115.0,115.0,1,0.88664,21.05954
115.0,115.0,2,1.08757,-2.56634
115.0,115.0,3,0.92021,4.35095
115.0,115.0,4,0.92984,-21.72728
115.0,115.0,5,1.03084,-10.44762
115.0,115.0,6,0.97071,-18.81755
115.0,120.0,0,0.88892,21.04766
115.0,120.0,1,0.87765,17.36991
115.0,120.0,2,1.06116,-2.83393
115.0,120.0,3,0.89258,4.29711
115.0,120.0,4,0.93481,-20.4853
115.0,120.0,5,1.01879,-10.3153
115.0,120.0,6,0.92612,-17.72082
115.0,125.0,0,0.87038,22.05374
115.0,125.0,1,0.86503,18.91332
115.0,125.0,2,1.03338,-3.42607
115.0,125.0,3,0.86207,4.69889
115.0,125.0,4,0.93594,-18.47149
115.0,125.0,5,0.98789,-11.82116
115.0,125.0,6,0.90238,-17.54985
115.0,130.0,0,0.83498,19.282
115.0,130.0,1,0.8619,15.76757
115.0,130.0,2,1.00469,-2.80098
115.0,130.0,3,0.84782,4.91553
115.0,130.0,4,0.93059,-19.8097
115.0,130.0,5,0.93186,-8.85063
115.0,130.0,6,0.89959,-16.86794
115.0,135.0,0,0.81071,18.21929
115.0,135.0,1,0.84833,17.18119
115.0,135.0,2,0.9635,-2.08953
115.0,135.0,3,0.8283,6.10815
115.0,135.0,4,0.9186,-19.49813
115.0,135.0,5,0.87674,-10.01051
115.0,135.0,6,0.89754,-18.26791
115.0,140.0,0,0.78392,17.85305
115.0,140.0,1,0.81854,16.47174
115.0,140.0,2,0.91655,-4.39179
115.0,140.0,3,0.82386,4.49352
115.0,140.0,4,0.88213,-17.70503
115.0,140.0,5,0.85184,-8.39202
115.0,140.0,6,0.89297,-16.25637
115.0,145.0,0,0.76774,16.38498
115.0,145.0,1,0.79897,15.50216
115.0,145.0,2,0.88301,-3.52817
115.0,145.0,3,0.81674,4.79231
115.0,145.0,4,0.83946,-16.96203
115.0,145.0,5,0.82327,-7.06656
115.0,145.0,6,0.87378,-12.98142
